product_name,product_asin,product_price,product_ratings,product_ratings_num,product_link
"Amazon Basics 10W Qi Certified Wireless Charging Stand (No AC Adapter), Black",B0874YN8B9,18.92,4.3 out of 5 stars,"1,652",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
TOZO W1 Wireless Charger 10W Thin Aviation Aluminum Computer Numerical Control Technology Fast Charging Pad Black (NO AC Adapter),B07FM8R7J1,10.99,4.3 out of 5 stars,"97,066",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Anker 315 Wireless Charger (Pad), 10W Max Fast Charging, Compatible with iPhone 14/13 Series, Samsung S22, AirPods, Samsung Buds, Google Buds, and More (Wall Charger Not Included)",B0B469HLNL,14.99,4.3 out of 5 stars,"1,605",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"INIU Wireless Charger, 15W Fast Wireless Charging Station with Sleep-Friendly Adaptive Light Compatible with iPhone 14 13 12 Pro XR XS 8 Plus Samsung Galaxy S23 S22 S21 S20 Note 20 10 Google LG etc",B08LVSFN4X,18.99,4.3 out of 5 stars,"18,681",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Yootech Wireless Charger,10W Max Fast Wireless Charging Pad Compatible with iPhone 14/14 Plus/14 Pro/14 Pro Max/13/13 Mini/SE 2022/12/11/X/8,Samsung Galaxy S22/S21/S20,AirPods Pro 2(No AC Adapter)",B079KZ49PJ,13.99,4.3 out of 5 stars,"191,640",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Apple MagSafe Charger - Wireless Charger with Fast Charging Capability, Type C Wall Charger, Compatible with iPhone and AirPods",B08L5NP6NG,31.00,4.5 out of 5 stars,"59,113",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Amazon Basics 15W Qi Certified Wireless Charging Pad (No AC Adapter), Black",B0872RLX6Z,17.34,4.2 out of 5 stars,"2,487",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Wireless Charger, 3 in 1 Wireless Charging Station, Fast Wireless Charger Stand for iPhone 14/13/12/11/Pro/Max/XS/XR/X/8/Plus, for Apple Watch 8/7/6/5/4/3/2/SE, for AirPods 3/2/Pro(Black)",B0B76XG3B8,29.99,4.5 out of 5 stars,"15,974",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Fast Wireless Charger,20W Max Wireless Charging Pad Compatible with iPhone 14/14 Plus/14 Pro/14 Pro Max/13/12/11/X/8,AirPods;FDGAO Wireless Charge Mat for Samsung Galaxy S22/S20/Galaxy Buds",B09123BHRG,14.99,3.8 out of 5 stars,"8,080",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Anker 313 Wireless Charger (Stand), Qi-Certified for iPhone 14/14 Pro/14 Pro Max/13/13 Pro Max, 10W Fast-Charging Galaxy S20, S10 (No AC Adapter)",B07DBXZZN3,18.99,4.6 out of 5 stars,"86,412",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Wireless Charger, 15W Max Fast Wireless Charging Pad 2-Pack Compatible with iPhone 13/13 Pro/13 Mini/13 ProMax/12/SE/11/Samsung Galaxy S21/S20/Note 10/Edge Note 20Ultra/S10, AirPods Pro… (Black)",B09SHQFVPW,20.99,4.1 out of 5 stars,"3,002",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Wireless Charger, 15W Max Fast Wireless Charging Pad 2-Pack Compatible with iPhone 13/13 Pro/13 Mini/13 ProMax/12/SE/11/Samsung Galaxy S21/S20/Note 10/Edge Note 20Ultra/S10, AirPods Pro… (Black)",B09SHQFVPW,20.99,4.1 out of 5 stars,"3,002",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Fast Wireless Charger,NANAMI Qi Certified Wireless Charging Stand Compatible iPhone 14/13/12/SE 2020/11/XS Max/XR/X/8 Plus,Samsung Galaxy S23/S22/S21/S20/S10/S9/Note 20 Ultra/10 and Qi-Enabled Phone",B06XXZK99F,18.99,4.3 out of 5 stars,"48,420",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Wireless Portable Charger 30,800mAh 15W Wireless Charging 25W PD QC4.0 Fast Charging Smart LED Display USB-C Power Bank, 4 Output & 2 Input External Battery Pack Compatible with iPhone, Samsung etc",B0915T91JN,34.95,4.2 out of 5 stars,"17,441",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Fast Wireless Charger, [2 Pack] NANAMI Qi Certified Wireless Charging Stand Compatible iPhone 14/13/12/SE 2020/11 Pro/XS Max/XR/8, Samsung Galaxy S23/S22/S21/S20/S10/S9/Note 20/10 and Qi-Enabled Phone",B07YBV3P8W,33.99,4.4 out of 5 stars,"5,981",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Wireless Charger [2 Pack], 15W Fast Wireless Charging Stand,Qi Wireless Charger Compatible with iPhone 13/12 /11Pro Max/XR/XS/X/8 Plus,Galaxy S21/S20/S10/S9/S8/Note 20/10,Google,LG,etc",B09SHG435M,27.99,4.3 out of 5 stars,"1,336",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Yootech Wireless Charger,10W Max Wireless Charging Stand, Compatible with iPhone 14/14 Plus/14 Pro/14 Pro Max/13/13 Mini/13 Pro Max/SE 2022/12/11/X/8, Galaxy S22/S22 Ultra/S21/S20/S10(No AC Adapter)",B07N682SWY,14.99,4.6 out of 5 stars,"15,827",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Wireless Charger, 15W Fast Wireless Charging Station, SAFUEL Wireless Charging Stand with Sleep-Friendly Light for iPhone 14 13 12 Pro XR XS 8 Plus Samsung Galaxy S22 S21 S20 Note 10 Ultra Google",B09QPRBG29,17.99,4.5 out of 5 stars,533,https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"20W Fast Wireless Charger Pad,Wireless Phone Charging Station Compatible with iPhone 14/13/12/11/SE/X/AirPods,Fast Charge for Samsung Galaxy S23/S22/S21/S20/Note 20/Buds/Buds +,Pixel 7/6/5,LG G8/7/6",B0C233SVVS,12.99,4.3 out of 5 stars,14,https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Wireless Charging Station,3 in 1 Wireless Charging Stand Made for Apple Watch Ultra 8 7 6 SE 5 4 3,Fast Wireless Charger Made for iPhone 14/14 Plus/14 Pro Max/13/12/11/X/8,AirPods Pro 2(with Adapter)",B0B3RC6M94,29.99,4.7 out of 5 stars,"2,472",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Anker 2 Pack 313 Wireless Charger (Stand), Qi-Certified for iPhone 14/14 Pro/14 Pro Max/13/13 Pro Max, 10W Fast-Charging Galaxy S20, S10 (No AC Adapter)",B07WFB6QMV,28.79,4.7 out of 5 stars,"17,832",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
"Yootech [2 Pack] Wireless Charger,10W Max Fast Wireless Charging Pad Compatible with iPhone 14/14 Plus/14 Pro/14 Pro Max/13/13 Mini/SE 2022/12/11/X,Samsung Galaxy S22/S21,AirPods Pro 2(No AC Adapter)",B07GW9S9TB,23.99,4.3 out of 5 stars,"37,653",https://aax-us-iad.amazon.com/x/c/RLO2sL0C4rxZXQUUb8hdCocAAAGIcEaKvwEAAAH2AQBvbm9fdHhuX2JpZDUgICBvbm9fdHhuX2ltcDEgICDypini/https://www.amazon.com/dp/B08YJVR4HP?pd_rd_i=B08YJVR4HP&pf_rd_p=b000e0a0-9e93-480f-bf78-a83c8136dfcb&pf_rd_r=1MWEZS29TAT9JFHSZ1YP&pd_rd_wg=Wfwd0&pd_rd_w=92Ilr&pd_rd_r=0c985598-f1d4-4e54-a3cd-5f849880e1a3
